Michigan County Code,City/Township Code,Ward Number,Precinct Number,Precinct Label,Office Code,District Code,Office Description,County Name,City/Township Description,standardized_id_num,,Michigan County Code,City/Township Code,Ward Number,Precinct Number,Office Code,District Code,Office Description,County Name,City/Township Description,standardized_id_num
82,57,4,104,,6,1400,14TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,4,105,,6,1400,14TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,4,106,,6,1400,14TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,4,110,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,4,111,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,4,112,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,4,113,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,4,114,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,4,491,,6,1400,14TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,4,499,,6,1400,14TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,4,502,,6,1400,14TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,5,1,,6,1400,14TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,5,2,,6,1400,14TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,5,3,,6,1400,14TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,5,98,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,5,99,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,5,115,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,5,116,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,5,117,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,5,118,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,5,119,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,5,120,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,5,121,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,5,122,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,5,123,,6,1400,14TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,5,124,,6,1400,14TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,5,125,,6,1400,14TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,5,126,,6,1400,14TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,5,127,,6,1400,14TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,5,128,,6,1400,14TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,5,129,,6,1400,14TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,5,130,,6,1400,14TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,5,131,,6,1400,14TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,5,132,,6,1400,14TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,5,133,,6,1400,14TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,5,134,,6,1400,14TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,5,135,,6,1400,14TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,5,136,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,5,137,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,5,138,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,5,139,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,5,140,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,5,141,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,5,142,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,5,152,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,5,155,,6,1400,14TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,5,156,,6,1400,14TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,5,158,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,5,159,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,5,160,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,5,161,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,5,162,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,5,163,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,5,164,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,5,165,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,5,166,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,5,167,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,5,168,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,5,169,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,5,170,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,5,171,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,5,218,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,5,220,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,5,432,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,5,433,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,5,434,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,5,435,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,5,436,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,5,437,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,5,438,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,5,439,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,5,440,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,5,441,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,5,442,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,5,443,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,5,444,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,5,445,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,5,446,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,5,447,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,5,448,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,5,449,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,5,452,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,5,455,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,5,456,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,5,493,,6,1400,14TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,5,494,,6,1400,14TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,5,496,,6,1400,14TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,5,497,,6,1400,14TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,6,143,,6,1400,14TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,6,144,,6,1400,14TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,6,145,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,6,146,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,6,147,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,6,149,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,6,150,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,6,151,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,6,153,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,6,154,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,6,157,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,6,416,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,6,417,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,6,418,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,6,419,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,6,420,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,6,421,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,6,422,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,6,423,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,6,424,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,6,425,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,6,450,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,6,451,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,6,453,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,6,457,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,6,458,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,6,460,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,6,461,,6,1400,14TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,6,462,,6,1400,14TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,6,463,,6,1400,14TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,6,464,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,6,465,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,6,466,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,6,467,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,6,468,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,6,469,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,6,470,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,6,471,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,6,472,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,6,473,,6,1400,14TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,6,474,,6,1400,14TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,6,475,,6,1400,14TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,6,476,,6,1400,14TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,6,477,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
82,57,6,478,,6,1300,13TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION FILES IN WAYNE COUNTY,WAYNE,DETROIT CITY,1.6322E+12,,,,,,,,,,,
